Year,WorldwideBox Office,DomesticBox Office,InternationalBox Office,category,name,winner,nomination count,Nomination ID,Movie ID
1991,300854823.0,119654823.0,181200000.0,ART DIRECTION,Art Direction:  Norman Garwood;  Set Decoration:  Garrett Lewis,False,5,1029,213
1991,300854823.0,119654823.0,181200000.0,COSTUME DESIGN,Anthony Powell,False,5,1030,213
1991,300854823.0,119654823.0,181200000.0,MAKEUP,"Christina Smith, Monty Westmore, Greg Cannom",False,5,1031,213
1991,300854823.0,119654823.0,181200000.0,MUSIC (Original Song),Music by John Williams; Lyric by Leslie Bricusse,False,5,1032,213
1991,300854823.0,119654823.0,181200000.0,VISUAL EFFECTS,"Eric Brevig, Harley Jessup, Mark Sullivan, Michael Lantieri",False,5,1033,213
1985,300400000.0,150415432.0,149984568.0,SOUND EFFECTS EDITING,Frederick J. Brown,False,1,1034,214
1978,300200000.0,134218018.0,165981982.0,SHORT SUBJECT (Cartoon),"Max Fleischer, Producer",False,5,1035,215
1978,300200000.0,134218018.0,165981982.0,FILM EDITING,Stuart Baird,False,5,1036,215
1978,300200000.0,134218018.0,165981982.0,MUSIC (Original Score),John Williams,False,5,1037,215
1978,300200000.0,134218018.0,165981982.0,SOUND,"Gordon K. McCallum, Graham Hartstone, Nicolas Le Messurier, Roy Charman",False,5,1038,215
1978,300200000.0,134218018.0,165981982.0,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",True,5,1039,215
1997,298923419.0,126813153.0,172110266.0,MUSIC (Original Musical or Comedy Score),James Newton Howard,False,1,1043,216
1999,298815224.0,140015224.0,158800000.0,VISUAL EFFECTS,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard",False,1,1044,217
1984,295211811.0,242212467.0,52999344.0,MUSIC (Original Song),"Music and Lyric by Ray Parker, Jr.",False,2,1051,218
1984,295211811.0,242212467.0,52999344.0,VISUAL EFFECTS,"Richard Edlund, John Bruno, Mark Vargo, Chuck Gaspar",False,2,1052,218
1998,294156605.0,144156605.0,150000000.0,ART DIRECTION,"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",False,9,1055,219
1998,294156605.0,144156605.0,150000000.0,CINEMATOGRAPHY,Robert Surtees,False,9,1056,219
1998,294156605.0,144156605.0,150000000.0,FILM EDITING,"Samuel E. Beetley, Marjorie Fowler",False,9,1057,219
1998,294156605.0,144156605.0,150000000.0,MUSIC (Original Music Score),Leslie Bricusse,False,9,1058,219
1998,294156605.0,144156605.0,150000000.0,MUSIC (Scoring of Music--adaptation or treatment),"Lionel Newman, Alexander Courage",False,9,1059,219
1998,294156605.0,144156605.0,150000000.0,MUSIC (Song),Music and Lyrics by Leslie Bricusse,True,9,1060,219
1998,294156605.0,144156605.0,150000000.0,BEST PICTURE,"Arthur P. Jacobs, Producer",False,9,1061,219
1998,294156605.0,144156605.0,150000000.0,SOUND,20th Century-Fox Studio Sound Department,False,9,1062,219
1998,294156605.0,144156605.0,150000000.0,SPECIAL VISUAL EFFECTS,L. B. Abbott,True,9,1063,219
1999,290701374.0,136801374.0,153900000.0,ACTOR IN A SUPPORTING ROLE,Michael Clarke Duncan,False,4,1066,220
1999,290701374.0,136801374.0,153900000.0,BEST PICTURE,"David Valdes and Frank Darabont, Producers",False,4,1067,220
1999,290701374.0,136801374.0,153900000.0,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",False,4,1068,220
1999,290701374.0,136801374.0,153900000.0,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,False,4,1069,220
2010,290650494.0,118311368.0,172339126.0,SOUND MIXING,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",False,1,1070,221
2017,289838913.0,84410380.0,205428533.0,ANIMATED FEATURE FILM,Carlos Saldanha and Lori Forte,False,1,1071,222
2006,289660619.0,132384315.0,157276304.0,ACTOR IN A SUPPORTING ROLE,Mark Wahlberg,False,5,1072,223
2006,289660619.0,132384315.0,157276304.0,DIRECTING,Martin Scorsese,True,5,1073,223
2006,289660619.0,132384315.0,157276304.0,FILM EDITING,Thelma Schoonmaker,True,5,1074,223
2006,289660619.0,132384315.0,157276304.0,BEST PICTURE,"Graham King, Producer",True,5,1075,223
2006,289660619.0,132384315.0,157276304.0,WRITING (Adapted Screenplay),Screenplay by William Monahan,True,5,1076,223
2011,289632023.0,169211718.0,120420305.0,ACTRESS IN A SUPPORTING ROLE,Melissa McCarthy,False,2,1077,224
2011,289632023.0,169211718.0,120420305.0,WRITING (Original Screenplay),Written by Annie Mumolo & Kristen Wiig,False,2,1078,224
1988,288800000.0,128152301.0,160647699.0,COSTUME DESIGN,Deborah Nadoolman,False,2,1080,225
1988,288800000.0,128152301.0,160647699.0,MAKEUP,Rick Baker,False,2,1081,225
1965,286214195.0,163214286.0,122999909.0,ACTRESS,Julie Andrews,False,10,1088,226
1965,286214195.0,163214286.0,122999909.0,ACTRESS IN A SUPPORTING ROLE,Peggy Wood,False,10,1089,226
1965,286214195.0,163214286.0,122999909.0,ART DIRECTION (Color),"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, Ruby Levitt",False,10,1090,226
1965,286214195.0,163214286.0,122999909.0,CINEMATOGRAPHY (Color),Ted McCord,False,10,1091,226
1965,286214195.0,163214286.0,122999909.0,COSTUME DESIGN (Color),Dorothy Jeakins,False,10,1092,226
1965,286214195.0,163214286.0,122999909.0,DIRECTING,Robert Wise,True,10,1093,226
1965,286214195.0,163214286.0,122999909.0,FILM EDITING,William Reynolds,True,10,1094,226
1965,286214195.0,163214286.0,122999909.0,MUSIC (Scoring of Music--adaptation or treatment),Irwin Kostal,True,10,1095,226
1965,286214195.0,163214286.0,122999909.0,BEST PICTURE,"Robert Wise, Producer",True,10,1096,226
1965,286214195.0,163214286.0,122999909.0,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",True,10,1097,226
1994,283200000.0,121248145.0,161951855.0,FILM EDITING,John Wright,False,3,1101,227
1994,283200000.0,121248145.0,161951855.0,SOUND,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",True,3,1102,227
1994,283200000.0,121248145.0,161951855.0,SOUND EFFECTS EDITING,Stephen Hunter Flick,True,3,1103,227
1977,282400000.0,139486124.0,142913876.0,ACTOR IN A LEADING ROLE,John Travolta,False,1,1105,228
1998,279500000.0,100317794.0,179182206.0,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,False,13,1108,229
1998,279500000.0,100317794.0,179182206.0,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,True,13,1109,229
1998,279500000.0,100317794.0,179182206.0,ACTRESS IN A SUPPORTING ROLE,Judi Dench,True,13,1110,229
1998,279500000.0,100317794.0,179182206.0,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,True,13,1111,229
1998,279500000.0,100317794.0,179182206.0,CINEMATOGRAPHY,Richard Greatrex,False,13,1112,229
1998,279500000.0,100317794.0,179182206.0,COSTUME DESIGN,Sandy Powell,True,13,1113,229
1998,279500000.0,100317794.0,179182206.0,DIRECTING,John Madden,False,13,1114,229
1998,279500000.0,100317794.0,179182206.0,FILM EDITING,David Gamble,False,13,1115,229
1998,279500000.0,100317794.0,179182206.0,MAKEUP,"Lisa Westcott, Veronica Brebner",False,13,1116,229
1998,279500000.0,100317794.0,179182206.0,MUSIC (Original Musical or Comedy Score),Stephen Warbeck,True,13,1117,229
1998,279500000.0,100317794.0,179182206.0,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",True,13,1118,229
1998,279500000.0,100317794.0,179182206.0,SOUND,"Robin O'Donoghue, Dominic Lester, Peter Glossop",False,13,1119,229
1998,279500000.0,100317794.0,179182206.0,WRITING (Screenplay Written Directly for the Screen),"Marc Norman, Tom Stoppard",True,13,1120,229
2001,277902373.0,71500556.0,206401817.0,ACTRESS IN A LEADING ROLE,Renée Zellweger,False,1,1123,230
1987,276665036.0,153665036.0,123000000.0,MUSIC (Original Song),"Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer, Keith Forsey and Bob Seger",False,1,1126,231
1991,275726716.0,130726716.0,145000000.0,ACTOR IN A LEADING ROLE,Anthony Hopkins,True,7,1129,232
1991,275726716.0,130726716.0,145000000.0,ACTRESS IN A LEADING ROLE,Jodie Foster,True,7,1130,232
1991,275726716.0,130726716.0,145000000.0,DIRECTING,Jonathan Demme,True,7,1131,232
1991,275726716.0,130726716.0,145000000.0,FILM EDITING,Craig McKay,False,7,1132,232
1991,275726716.0,130726716.0,145000000.0,BEST PICTURE,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",True,7,1133,232
1991,275726716.0,130726716.0,145000000.0,SOUND,"Tom Fleischman, Christopher Newman",False,7,1134,232
1991,275726716.0,130726716.0,145000000.0,WRITING (Screenplay Based on Material Previously Produced or Published),Ted Tally,True,7,1135,232
1996,273814019.0,128814019.0,145000000.0,MAKEUP,"Rick Baker, David LeRoy Anderson",True,1,1139,233
1996,273552592.0,153952592.0,119600000.0,ACTOR IN A LEADING ROLE,Tom Cruise,False,5,1140,234
1996,273552592.0,153952592.0,119600000.0,ACTOR IN A SUPPORTING ROLE,"Cuba Gooding, Jr.",True,5,1141,234
1996,273552592.0,153952592.0,119600000.0,FILM EDITING,Joe Hutshing,False,5,1142,234
1996,273552592.0,153952592.0,119600000.0,BEST PICTURE,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",False,5,1143,234
1996,273552592.0,153952592.0,119600000.0,WRITING (Screenplay Written Directly for the Screen),Cameron Crowe,False,5,1144,234
2012,273346281.0,182207973.0,91138308.0,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,True,12,1146,235
2012,273346281.0,182207973.0,91138308.0,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,False,12,1147,235
2012,273346281.0,182207973.0,91138308.0,ACTRESS IN A SUPPORTING ROLE,Sally Field,False,12,1148,235
2012,273346281.0,182207973.0,91138308.0,CINEMATOGRAPHY,Janusz Kaminski,False,12,1149,235
2012,273346281.0,182207973.0,91138308.0,COSTUME DESIGN,Joanna Johnston,False,12,1150,235
2012,273346281.0,182207973.0,91138308.0,DIRECTING,Steven Spielberg,False,12,1151,235
2012,273346281.0,182207973.0,91138308.0,FILM EDITING,Michael Kahn,False,12,1152,235
2012,273346281.0,182207973.0,91138308.0,MUSIC (Original Score),John Williams,False,12,1153,235
2012,273346281.0,182207973.0,91138308.0,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",False,12,1154,235
2012,273346281.0,182207973.0,91138308.0,PRODUCTION DESIGN,Production Design: Rick Carter; Set Decoration: Jim Erickson,True,12,1155,235
2012,273346281.0,182207973.0,91138308.0,SOUND MIXING,"Andy Nelson, Gary Rydstrom and Ronald Judkins",False,12,1156,235
2012,273346281.0,182207973.0,91138308.0,WRITING (Adapted Screenplay),Screenplay by Tony Kushner,False,12,1157,235
2009,270997378.0,104400899.0,166596479.0,ANIMATED FEATURE FILM,John Musker and Ron Clements,False,3,1161,236
2009,270997378.0,104400899.0,166596479.0,MUSIC (Original Song),Music and Lyric by Randy Newman,False,3,1162,236
2009,270997378.0,104400899.0,166596479.0,MUSIC (Original Song),Music and Lyric by Randy Newman,False,3,1163,236
1993,270340892.0,158340892.0,112000000.0,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,False,2,1165,237
1993,270340892.0,158340892.0,112000000.0,MUSIC (Original Score),Dave Grusin,False,2,1166,237
1972,268500000.0,134966411.0,133533589.0,ACTOR,Marlon Brando,True,11,1169,238
1972,268500000.0,134966411.0,133533589.0,ACTOR IN A SUPPORTING ROLE,James Caan,False,11,1170,238
1972,268500000.0,134966411.0,133533589.0,ACTOR IN A SUPPORTING ROLE,Robert Duvall,False,11,1171,238
1972,268500000.0,134966411.0,133533589.0,ACTOR IN A SUPPORTING ROLE,Al Pacino,False,11,1172,238
1972,268500000.0,134966411.0,133533589.0,COSTUME DESIGN,Anna Hill Johnstone,False,11,1173,238
1972,268500000.0,134966411.0,133533589.0,DIRECTING,Francis Ford Coppola,False,11,1174,238
1972,268500000.0,134966411.0,133533589.0,FILM EDITING,"William Reynolds, Peter Zinner",False,11,1175,238
1972,268500000.0,134966411.0,133533589.0,MUSIC (Original Dramatic Score),Nino Rota,False,11,1176,238
1972,268500000.0,134966411.0,133533589.0,BEST PICTURE,"Albert S. Ruddy, Producer",True,11,1177,238
1972,268500000.0,134966411.0,133533589.0,SOUND,"Bud Grenzbach, Richard Portman, Christopher Newman",False,11,1178,238
1972,268500000.0,134966411.0,133533589.0,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",True,11,1179,238
1942,268000000.0,102797000.0,165203000.0,MUSIC (Music Score of a Dramatic or Comedy Picture),"Frank Churchill, Edward Plumb",False,3,1182,239
1942,268000000.0,102797000.0,165203000.0,MUSIC (Song),Music by Frank Churchill; Lyrics by Larry Morey,False,3,1183,239
1942,268000000.0,102797000.0,165203000.0,SOUND RECORDING,"Walt Disney Studio Sound Department, Sam Slyfield, Sound Director",False,3,1184,239
2007,267985456.0,130164645.0,137820811.0,ACTRESS IN A SUPPORTING ROLE,Ruby Dee,False,2,1185,240
2007,267985456.0,130164645.0,137820811.0,ART DIRECTION,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,False,2,1186,240
1992,266824291.0,162833635.0,103990656.0,MAKEUP,"Ve Neill, Ronnie Specter, Stan Winston",False,2,1189,241
1992,266824291.0,162833635.0,103990656.0,VISUAL EFFECTS,"Michael Fink, Craig Barron, John Bruno, Dennis Skotak",False,2,1190,241
2003,266685242.0,124685242.0,142000000.0,ACTRESS IN A LEADING ROLE,Diane Keaton,False,1,1191,242
1995,264246220.0,88246220.0,176000000.0,SOUND,"Steve Maslow, Gregg Landaker, Keith A. Wester",False,1,1195,243
1998,264118201.0,125618201.0,138500000.0,ACTOR IN A SUPPORTING ROLE,Ed Harris,False,3,1196,244
1998,264118201.0,125618201.0,138500000.0,DIRECTING,Peter Weir,False,3,1197,244
1998,264118201.0,125618201.0,138500000.0,WRITING (Screenplay Written Directly for the Screen),Andrew Niccol,False,3,1198,244
1997,263898761.0,63570862.0,200327899.0,SOUND EFFECTS EDITING,Mark Mangini,False,1,1199,245
2011,263880341.0,85463309.0,178417032.0,VISUAL EFFECTS,"Erik Nash, John Rosengrant, Dan Taylor and Swen Gillberg",False,1,1201,246
1990,261400000.0,119394839.0,142005161.0,SOUND,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Nelson Stoll",False,3,1206,247
1990,261400000.0,119394839.0,142005161.0,SOUND EFFECTS EDITING,Stephen H. Flick,False,3,1207,247
1990,261400000.0,119394839.0,142005161.0,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",True,3,1208,247
1997,261249383.0,45950122.0,215299261.0,DIRECTING,Peter Cattaneo,False,4,1209,248
1997,261249383.0,45950122.0,215299261.0,MUSIC (Original Musical or Comedy Score),Anne Dudley,True,4,1210,248
1997,261249383.0,45950122.0,215299261.0,BEST PICTURE,"Uberto Pasolini, Producer",False,4,1211,248
1997,261249383.0,45950122.0,215299261.0,WRITING (Screenplay Written Directly for the Screen),Simon Beaufoy,False,4,1212,248
2013,260002115.0,89302115.0,170700000.0,MAKEUP AND HAIRSTYLING,Joel Harlow and Gloria Pasqua-Casny,False,2,1214,249
2013,260002115.0,89302115.0,170700000.0,VISUAL EFFECTS,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",False,2,1215,249
2017,259238971.0,92054159.0,167184812.0,CINEMATOGRAPHY,Roger A. Deakins,True,5,1217,250
2017,259238971.0,92054159.0,167184812.0,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola,False,5,1218,250
2017,259238971.0,92054159.0,167184812.0,SOUND EDITING,Mark Mangini and Theo Green,False,5,1219,250
2017,259238971.0,92054159.0,167184812.0,SOUND MIXING,"Ron Bartlett, Doug Hemphill and Mac Ruth",False,5,1220,250
2017,259238971.0,92054159.0,167184812.0,VISUAL EFFECTS,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",True,5,1221,250
1985,258210860.0,79096868.0,179113992.0,ACTOR IN A SUPPORTING ROLE,Klaus Maria Brandauer,False,11,1223,251
1985,258210860.0,79096868.0,179113992.0,ACTRESS IN A LEADING ROLE,Meryl Streep,False,11,1224,251
1985,258210860.0,79096868.0,179113992.0,ART DIRECTION,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,True,11,1225,251
1985,258210860.0,79096868.0,179113992.0,CINEMATOGRAPHY,David Watkin,True,11,1226,251
1985,258210860.0,79096868.0,179113992.0,COSTUME DESIGN,Milena Canonero,False,11,1227,251
1985,258210860.0,79096868.0,179113992.0,DIRECTING,Sydney Pollack,True,11,1228,251
1985,258210860.0,79096868.0,179113992.0,FILM EDITING,"Fredric Steinkamp, William Steinkamp, Pembroke Herring, Sheldon Kahn",False,11,1229,251
1985,258210860.0,79096868.0,179113992.0,MUSIC (Original Score),John Barry,True,11,1230,251
1985,258210860.0,79096868.0,179113992.0,BEST PICTURE,"Sydney Pollack, Producer",True,11,1231,251
1985,258210860.0,79096868.0,179113992.0,SOUND,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",True,11,1232,251
1985,258210860.0,79096868.0,179113992.0,WRITING (Screenplay Based on Material from Another Medium),Kurt Luedtke,True,11,1233,251
2013,257858943.0,150098456.0,107760487.0,ACTOR IN A LEADING ROLE,Christian Bale,False,10,1235,252
2013,257858943.0,150098456.0,107760487.0,ACTOR IN A SUPPORTING ROLE,Bradley Cooper,False,10,1236,252
2013,257858943.0,150098456.0,107760487.0,ACTRESS IN A LEADING ROLE,Amy Adams,False,10,1237,252
2013,257858943.0,150098456.0,107760487.0,ACTRESS IN A SUPPORTING ROLE,Jennifer Lawrence,False,10,1238,252
2013,257858943.0,150098456.0,107760487.0,COSTUME DESIGN,Michael Wilkinson,False,10,1239,252
2013,257858943.0,150098456.0,107760487.0,DIRECTING,David O. Russell,False,10,1240,252
2013,257858943.0,150098456.0,107760487.0,FILM EDITING,"Jay Cassidy, Crispin Struthers and Alan Baumgarten",False,10,1241,252
2013,257858943.0,150098456.0,107760487.0,BEST PICTURE,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",False,10,1242,252
2013,257858943.0,150098456.0,107760487.0,PRODUCTION DESIGN,Production Design: Judy Becker; Set Decoration: Heather Loeffler,False,10,1243,252
2013,257858943.0,150098456.0,107760487.0,WRITING (Original Screenplay),Written by Eric Warren Singer and David O. Russell,False,10,1244,252
2000,257805243.0,125548685.0,132256558.0,ACTOR IN A SUPPORTING ROLE,Albert Finney,False,5,1245,253
2000,257805243.0,125548685.0,132256558.0,ACTRESS IN A LEADING ROLE,Julia Roberts,True,5,1246,253
2000,257805243.0,125548685.0,132256558.0,DIRECTING,Steven Soderbergh,False,5,1247,253
2000,257805243.0,125548685.0,132256558.0,BEST PICTURE,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",False,5,1248,253
2000,257805243.0,125548685.0,132256558.0,WRITING (Screenplay Written Directly for the Screen),Written by Susannah Grant,False,5,1249,253
